(0.919999, 0.795601)
(0.929999, 0.80162)
(0.939999, 0.807558)
(0.949999, 0.813415)
(0.959999, 0.819191)
(0.969999, 0.824885)
(0.979999, 0.830497)
(0.989999, 0.836026)
(0.999999, 0.841471)
(1.01, 0.846832)
(1.02, 0.852108)
(1.03, 0.857299)
(1.04, 0.862404)
(1.05, 0.867423)
(1.06, 0.872355)
(1.07, 0.8772)
(1.08, 0.881957)
(1.09, 0.886627)
(1.1, 0.891207)
(1.11, 0.895698)
(1.12, 0.9001)
(1.13, 0.904412)
(1.14, 0.908633)
(1.15, 0.912764)
(1.16, 0.916803)
(1.17, 0.92075)
(1.18, 0.924606)
(1.19, 0.928369)
(1.2, 0.932039)
(1.21, 0.935616)
(1.22, 0.939099)
(1.23, 0.942489)
(1.24, 0.945784)
(1.25, 0.948984)
(1.26, 0.95209)
(1.27, 0.955101)
(1.28, 0.958016)
(1.29, 0.960835)
(1.3, 0.963558)
(1.31, 0.966185)
(1.32, 0.968715)
(1.33, 0.971148)
(1.34, 0.973484)
(1.35, 0.975723)
(1.36, 0.977864)
(1.37, 0.979908)
(1.38, 0.981853)
(1.39, 0.983701)
(1.4, 0.98545)
(1.41, 0.9871)
(1.42, 0.988652)
(1.43, 0.990104)
(1.44, 0.991458)
(1.45, 0.992713)
(1.46, 0.993868)
(1.47, 0.994924)
(1.48, 0.995881)
(1.49, 0.996738)
(1.5, 0.997495)
(1.51, 0.998152)
(1.52, 0.99871)
(1.53, 0.999168)
(1.54, 0.999526)
(1.55, 0.999784)
(1.56, 0.999942)
(1.57, 1)
(1.58, 0.999958)
(1.59, 0.999816)
(1.6, 0.999574)
(1.61, 0.999232)
(1.62, 0.99879)
(1.63, 0.998248)
(1.64, 0.997606)
(1.65, 0.996865)
(1.66, 0.996024)
(1.67, 0.995083)
(1.68, 0.994043)
(1.69, 0.992904)
(1.7, 0.991665)
(1.71, 0.990327)
(1.72, 0.98889)
(1.73, 0.987354)
(1.74, 0.985719)
(1.75, 0.983986)
(1.76, 0.982155)
(1.77, 0.980225)
(1.78, 0.978197)
(1.79, 0.976071)
(1.8, 0.973848)
(1.81, 0.971527)
(1.82, 0.969109)
(1.83, 0.966595)
(1.84, 0.963983)
(1.85, 0.961276)
(1.86, 0.958472)
(1.87, 0.955572)
(1.88, 0.952577)
(1.89, 0.949486)
(1.9, 0.946301)
(1.91, 0.94302)
(1.92, 0.939646)
(1.93, 0.936178)
(1.94, 0.932616)
(1.95, 0.92896)
(1.96, 0.925212)
(1.97, 0.921371)
(1.98, 0.917439)
(1.99, 0.913414)
(2, 0.909298)
(2.01, 0.905091)
(2.02, 0.900794)
(2.03, 0.896406)
(2.04, 0.891929)
(2.05, 0.887363)
(2.06, 0.882708)
(2.07, 0.877965)
(2.08, 0.873134)
(2.09, 0.868215)
(2.1, 0.86321)
(2.11, 0.858119)
(2.12, 0.852941)
(2.13, 0.847679)
(2.14, 0.842331)
(2.15, 0.8369)
(2.16, 0.831384)
(2.17, 0.825786)
(2.18, 0.820105)
(2.19, 0.814342)
(2.2, 0.808497)
(2.21, 0.802572)
(2.22, 0.796566)
(2.23, 0.790481)
(2.24, 0.784317)
(2.25, 0.778074)
(2.26, 0.771754)
(2.27, 0.765356)
(2.28, 0.758882)
(2.29, 0.752332)
(2.3, 0.745706)
(2.31, 0.739006)
(2.32, 0.732233)
(2.33, 0.725386)
(2.34, 0.718466)
(2.35, 0.711475)
(2.36, 0.704412)
(2.37, 0.697279)
(2.38, 0.690076)
(2.39, 0.682805)
(2.4, 0.675465)
(2.41, 0.668057)
(2.42, 0.660583)
(2.43, 0.653042)
(2.44, 0.645436)
(2.45, 0.637766)
(2.46, 0.630032)
(2.47, 0.622235)
(2.48, 0.614376)
(2.49, 0.606455)
(2.5, 0.598474)
(2.51, 0.590432)
(2.52, 0.582332)
(2.53, 0.574174)
(2.54, 0.565958)
(2.55, 0.557685)
(2.56, 0.549357)
(2.57, 0.540974)
(2.58, 0.532537)
(2.59, 0.524046)
(2.6, 0.515503)
(2.61, 0.506909)
(2.62, 0.498263)
(2.63, 0.489568)
(2.64, 0.480824)
(2.65, 0.472032)
(2.66, 0.463193)
(2.67, 0.454308)
(2.68, 0.445377)
(2.69, 0.436401)
(2.7, 0.427382)
(2.71, 0.41832)
(2.72, 0.409216)
(2.73, 0.400071)
(2.74, 0.390887)
(2.75, 0.381663)
(2.76, 0.372401)
(2.77, 0.363102)
(2.78, 0.353766)
(2.79, 0.344396)
(2.8, 0.33499)
(2.81, 0.325551)
(2.82, 0.31608)
(2.83, 0.306577)
(2.84, 0.297043)
(2.85, 0.28748)
(2.86, 0.277888)
(2.87, 0.268268)
(2.88, 0.258622)
(2.89, 0.248949)
(2.9, 0.239252)
(2.91, 0.22953)
(2.92, 0.219786)
(2.93, 0.21002)
(2.94, 0.200232)
(2.95, 0.190425)
(2.96, 0.180599)
(2.97, 0.170754)
(2.98, 0.160893)
(2.99, 0.151015)
(3, 0.141122)
(3.01, 0.131216)
(3.02, 0.121296)
(3.03, 0.111364)
(3.04, 0.10142)
(3.05, 0.0914671)
(3.06, 0.0815046)
(3.07, 0.071534)
(3.08, 0.0615562)
(3.09, 0.0515722)
(3.1, 0.0415831)
(3.11, 0.0315899)
(3.12, 0.0215935)
(3.13, 0.0115949)
(3.14, 0.00159517)
(3.15, -0.00840472)
(3.16, -0.0184038)
(3.17, -0.028401)
(3.18, -0.0383953)
(3.19, -0.0483859)
(3.2, -0.0583716)
(3.21, -0.0683514)
(3.22, -0.0783244)
(3.23, -0.0882896)
(3.24, -0.098246)
(3.25, -0.108193)
(3.26, -0.118128)
(3.27, -0.128052)
(3.28, -0.137963)
(3.29, -0.147861)
(3.3, -0.157743)
(3.31, -0.16761)
(3.32, -0.17746)
(3.33, -0.187292)
(3.34, -0.197106)
(3.35, -0.206899)
(3.36, -0.216672)
(3.37, -0.226424)
(3.38, -0.236153)
(3.39, -0.245858)
(3.4, -0.255538)
(3.41, -0.265193)
(3.42, -0.274822)
(3.43, -0.284423)
(3.44, -0.293996)
(3.45, -0.303539)
(3.46, -0.313052)
(3.47, -0.322533)
(3.48, -0.331982)
(3.49, -0.341399)
(3.5, -0.350781)
(3.51, -0.360127)
(3.52, -0.369438)
(3.53, -0.378712)
(3.54, -0.387948)
(3.55, -0.397146)
(3.56, -0.406303)
(3.57, -0.41542)
(3.58, -0.424495)
(3.59, -0.433528)
(3.6, -0.442518)
(3.61, -0.451463)
(3.62, -0.460363)
(3.63, -0.469217)
(3.64, -0.478025)
(3.65, -0.486784)
(3.66, -0.495495)
(3.67, -0.504156)
(3.68, -0.512767)
(3.69, -0.521326)
(3.7, -0.529834)
(3.71, -0.538288)
(3.72, -0.546688)
(3.73, -0.555034)
(3.74, -0.563325)
(3.75, -0.571559)
(3.76, -0.579736)
(3.77, -0.587855)
(3.78, -0.595915)
(3.79, -0.603915)
(3.8, -0.611855)
(3.81, -0.619734)
(3.82, -0.627551)
(3.83, -0.635306)
(3.84, -0.642996)
(3.85, -0.650623)
(3.86, -0.658184)
(3.87, -0.66568)
(3.88, -0.673109)
(3.89, -0.68047)
(3.9, -0.687764)
(3.91, -0.694989)
(3.92, -0.702144)
(3.93, -0.709229)
(3.94, -0.716243)
(3.95, -0.723186)
(3.96, -0.730056)
(3.97, -0.736853)
(3.98, -0.743577)
(3.99, -0.750226)
(4, -0.7568)
(4.01, -0.763299)
(4.02, -0.769721)
(4.03, -0.776067)
(4.04, -0.782334)
(4.05, -0.788524)
(4.06, -0.794635)
(4.07, -0.800666)
(4.08, -0.806617)
(4.09, -0.812487)
(4.1, -0.818277)
(4.11, -0.823984)
(4.12, -0.829609)
(4.13, -0.835151)
(4.14, -0.840609)
(4.15, -0.845984)
(4.16, -0.851274)
(4.17, -0.856478)
(4.18, -0.861597)
(4.19, -0.86663)
(4.2, -0.871576)
(4.21, -0.876435)
(4.22, -0.881207)
(4.23, -0.88589)
(4.24, -0.890485)
(4.25, -0.89499)
(4.26, -0.899407)
(4.27, -0.903733)
(4.28, -0.907969)
(4.29, -0.912114)
(4.3, -0.916167)
(4.31, -0.92013)
(4.32, -0.924)
(4.33, -0.927777)
(4.34, -0.931462)
(4.35, -0.935054)
(4.36, -0.938553)
(4.37001, -0.941957)
(4.38001, -0.945267)
(4.39001, -0.948483)
(4.40001, -0.951604)
(4.41001, -0.95463)
(4.42001, -0.95756)
(4.43001, -0.960394)
(4.44001, -0.963133)
(4.45001, -0.965775)
(4.46001, -0.96832)
(4.47001, -0.970769)
(4.48001, -0.973121)
(4.49001, -0.975375)
(4.50001, -0.977532)
(4.51001, -0.979591)
(4.52001, -0.981552)
(4.53001, -0.983415)
(4.54001, -0.985179)
(4.55001, -0.986845)
(4.56001, -0.988413)
(4.57001, -0.989881)
(4.58001, -0.991251)
(4.59001, -0.992521)
(4.60001, -0.993692)
(4.61001, -0.994764)
(4.62001, -0.995736)
(4.63001, -0.996609)
(4.64001, -0.997382)
(4.65001, -0.998055)
(4.66001, -0.998629)
(4.67001, -0.999102)
(4.68001, -0.999476)
(4.69001, -0.99975)
(4.70001, -0.999923)
(4.71001, -0.999997)
(4.72001, -0.999971)
(4.73001, -0.999845)
(4.74001, -0.999618)
(4.75001, -0.999292)
(4.76001, -0.998866)
(4.77001, -0.99834)
(4.78001, -0.997714)
(4.79001, -0.996989)
(4.80001, -0.996163)
(4.81002, -0.995238)
(4.82002, -0.994214)
(4.83002, -0.99309)
(4.84002, -0.991867)
(4.85002, -0.990544)
(4.86002, -0.989123)
(4.87002, -0.987602)
(4.88002, -0.985983)
(4.89002, -0.984266)
(4.90002, -0.982449)
(4.91002, -0.980535)
(4.92002, -0.978522)
(4.93002, -0.976412)
(4.94002, -0.974204)
(4.95002, -0.971899)
(4.96002, -0.969496)
(4.97002, -0.966997)
(4.98002, -0.9644)
(4.99002, -0.961708)
(5.00002, -0.958919)
(5.01002, -0.956034)
(5.02002, -0.953054)
(5.03002, -0.949978)
(5.04002, -0.946807)
(5.05002, -0.943542)
(5.06002, -0.940182)
(5.07002, -0.936728)
(5.08002, -0.933181)
(5.09002, -0.92954)
(5.10002, -0.925806)
(5.11002, -0.92198)
(5.12002, -0.918062)
(5.13002, -0.914051)
(5.14002, -0.90995)
(5.15002, -0.905757)
(5.16002, -0.901474)
(5.17002, -0.8971)
(5.18002, -0.892637)
(5.19002, -0.888085)
(5.20002, -0.883443)
(5.21002, -0.878714)
(5.22002, -0.873896)
(5.23002, -0.868991)
(5.24003, -0.864)
(5.25003, -0.858922)
(5.26003, -0.853758)
(5.27003, -0.848508)
(5.28003, -0.843174)
(5.29003, -0.837755)
(5.30003, -0.832253)
(5.31003, -0.826667)
(5.32003, -0.820999)
(5.33003, -0.815248)
(5.34003, -0.809417)
(5.35003, -0.803504)
(5.36003, -0.797511)
(5.37003, -0.791438)
(5.38003, -0.785285)
(5.39003, -0.779055)
(5.40003, -0.772746)
(5.41003, -0.76636)
(5.42003, -0.759898)
(5.43003, -0.753359)
(5.44003, -0.746746)
(5.45003, -0.740057)
(5.46003, -0.733295)
(5.47003, -0.726459)
(5.48003, -0.71955)
(5.49003, -0.71257)
(5.50003, -0.705518)
(5.51003, -0.698396)
(5.52003, -0.691204)
(5.53003, -0.683943)
(5.54003, -0.676613)
(5.55003, -0.669216)
(5.56003, -0.661752)
(5.57003, -0.654221)
(5.58003, -0.646626)
(5.59003, -0.638965)
(5.60003, -0.631241)
(5.61003, -0.623453)
(5.62003, -0.615604)
(5.63003, -0.607692)
(5.64003, -0.59972)
(5.65003, -0.591688)
(5.66003, -0.583597)
(5.67003, -0.575447)
(5.68004, -0.56724)
(5.69004, -0.558976)
(5.70004, -0.550656)
(5.71004, -0.542281)
(5.72004, -0.533852)
(5.73004, -0.525369)
(5.74004, -0.516834)
(5.75004, -0.508247)
(5.76004, -0.49961)
(5.77004, -0.490922)
(5.78004, -0.482186)
(5.79004, -0.473401)
(5.80004, -0.464569)
(5.81004, -0.45569)
(5.82004, -0.446766)
(5.83004, -0.437797)
(5.84004, -0.428784)
(5.85004, -0.419729)
(5.86004, -0.410631)
(5.87004, -0.401492)
(5.88004, -0.392314)
(5.89004, -0.383096)
(5.90004, -0.373839)
(5.91004, -0.364546)
(5.92004, -0.355216)
(5.93004, -0.34585)
(5.94004, -0.33645)
(5.95004, -0.327016)
(5.96004, -0.317549)
(5.97004, -0.308051)
(5.98004, -0.298522)
(5.99004, -0.288963)
(6.00004, -0.279375)
(6.01004, -0.269759)
(6.02004, -0.260116)
(6.03004, -0.250447)
(6.04004, -0.240753)
(6.05004, -0.231035)
(6.06004, -0.221294)
(6.07004, -0.211531)
(6.08004, -0.201747)
(6.09004, -0.191942)
(6.10004, -0.182119)
(6.11004, -0.172277)
(6.12005, -0.162417)
(6.13005, -0.152542)
(6.14005, -0.142651)
(6.15005, -0.132746)
(6.16005, -0.122828)
(6.17005, -0.112898)
(6.18005, -0.102956)
(6.19005, -0.0930039)
(6.20005, -0.0830425)
(6.21005, -0.0730729)
(6.22005, -0.0630959)
(6.23005, -0.0531126)
(6.24005, -0.043124)
(6.25005, -0.0331311)
(6.26005, -0.0231349)
(6.27005, -0.0131363)
(6.28005, -0.00313645)
(6.29005, 0.00686372)
(6.30005, 0.0168632)
(6.31005, 0.026861)
(6.32005, 0.0368561)
(6.33005, 0.0468475)
(6.34005, 0.0568343)
(6.35005, 0.0668153)
(6.36005, 0.0767897)
(6.37005, 0.0867564)
(6.38005, 0.0967144)
(6.39005, 0.106663)
(6.40005, 0.1166)
(6.41005, 0.126526)
(6.42005, 0.13644)
(6.43005, 0.14634)
(6.44005, 0.156225)
(6.45005, 0.166094)
(6.46005, 0.175947)
(6.47005, 0.185782)
(6.48005, 0.195599)
(6.49005, 0.205396)
(6.50005, 0.215173)
(6.51005, 0.224928)
(6.52005, 0.23466)
(6.53005, 0.244369)
(6.54005, 0.254054)
(6.55006, 0.263713)
(6.56006, 0.273346)
(6.57006, 0.282952)
(6.58006, 0.292529)
(6.59006, 0.302077)
(6.60006, 0.311595)
(6.61006, 0.321081)
(6.62006, 0.330536)
(6.63006, 0.339957)
(6.64006, 0.349345)
(6.65006, 0.358697)
(6.66006, 0.368014)
(6.67006, 0.377294)
(6.68006, 0.386536)
(6.69006, 0.395739)
(6.70006, 0.404903)
(6.71006, 0.414027)
(6.72006, 0.423109)
(6.73006, 0.432148)
(6.74006, 0.441145)
(6.75006, 0.450097)
(6.76006, 0.459005)
(6.77006, 0.467866)
(6.78006, 0.476681)
(6.79006, 0.485448)
(6.80006, 0.494166)
(6.81006, 0.502835)
(6.82006, 0.511454)
(6.83006, 0.520021)
(6.84006, 0.528537)
(6.85006, 0.537)
(6.86006, 0.545409)
(6.87006, 0.553763)
(6.88006, 0.562062)
(6.89006, 0.570305)
(6.90006, 0.578491)
(6.91006, 0.586619)
(6.92006, 0.594689)
(6.93006, 0.602698)
(6.94006, 0.610648)
(6.95006, 0.618537)
(6.96006, 0.626363)
(6.97006, 0.634127)
(6.98006, 0.641828)
(6.99007, 0.649464)
(7.00007, 0.657036)
(7.01007, 0.664542)
(7.02007, 0.671981)
(7.03007, 0.679353)
(7.04007, 0.686657)
(7.05007, 0.693893)
(7.06007, 0.701059)
(7.07007, 0.708155)
(7.08007, 0.71518)
(7.09007, 0.722134)
(7.10007, 0.729015)
(7.11007, 0.735824)
(7.12007, 0.742559)
(7.13007, 0.74922)
(7.14007, 0.755805)
(7.15007, 0.762316)
(7.16007, 0.76875)
(7.17007, 0.775107)
(7.18007, 0.781386)
(7.19007, 0.787588)
(7.20007, 0.79371)
(7.21007, 0.799754)
(7.22007, 0.805717)
(7.23007, 0.8116)
(7.24007, 0.817401)
(7.25007, 0.823121)
(7.26007, 0.828759)
(7.27007, 0.834313)
(7.28007, 0.839785)
(7.29007, 0.845172)
(7.30007, 0.850475)
(7.31007, 0.855692)
(7.32007, 0.860824)
(7.33007, 0.86587)
(7.34007, 0.87083)
(7.35007, 0.875702)
(7.36007, 0.880487)
(7.37007, 0.885184)
(7.38007, 0.889792)
(7.39007, 0.894311)
(7.40007, 0.898741)
(7.41007, 0.903081)
(7.42007, 0.90733)
(7.43008, 0.911489)
(7.44008, 0.915557)
(7.45008, 0.919533)
(7.46008, 0.923417)
(7.47008, 0.927209)
(7.48008, 0.930908)
(7.49008, 0.934514)
(7.50008, 0.938027)
(7.51008, 0.941445)
(7.52008, 0.94477)
(7.53008, 0.948)
(7.54008, 0.951135)
(7.55008, 0.954176)
(7.56008, 0.95712)
(7.57008, 0.959969)
(7.58008, 0.962722)
(7.59008, 0.965379)
(7.60008, 0.96794)
(7.61008, 0.970403)
(7.62008, 0.972769)
(7.63008, 0.975039)
(7.64008, 0.97721)
(7.65008, 0.979284)
(7.66008, 0.98126)
(7.67008, 0.983138)
(7.68008, 0.984917)
(7.69008, 0.986598)
(7.70008, 0.988181)
(7.71008, 0.989664)
(7.72008, 0.991049)
(7.73008, 0.992334)
(7.74008, 0.99352)
(7.75008, 0.994607)
(7.76008, 0.995595)
(7.77008, 0.996483)
(7.78008, 0.997271)
(7.79008, 0.997959)
(7.80008, 0.998548)
(7.81008, 0.999037)
(7.82008, 0.999426)
(7.83008, 0.999714)
(7.84008, 0.999903)
(7.85008, 0.999992)
(7.86009, 0.999981)
(7.87009, 0.99987)
(7.88009, 0.999659)
(7.89009, 0.999348)
(7.90009, 0.998937)
(7.91009, 0.998427)
(7.92009, 0.997816)
(7.93009, 0.997105)
(7.94009, 0.996295)
(7.95009, 0.995385)
(7.96009, 0.994376)
(7.97009, 0.993267)
(7.98009, 0.992059)
(7.99009, 0.990752)
(8.00009, 0.989345)
(8.01009, 0.98784)
(8.02009, 0.986236)
(8.03009, 0.984533)
(8.04009, 0.982732)
(8.05009, 0.980833)
(8.06009, 0.978835)
(8.07009, 0.976739)
(8.08009, 0.974546)
(8.09009, 0.972256)
(8.10009, 0.969868)
(8.11009, 0.967383)
(8.12009, 0.964801)
(8.13009, 0.962123)
(8.14009, 0.959349)
(8.15009, 0.956479)
(8.16009, 0.953513)
(8.17009, 0.950452)
(8.18009, 0.947296)
(8.19009, 0.944045)
(8.20009, 0.940699)
(8.21009, 0.93726)
(8.22009, 0.933727)
(8.23009, 0.9301)
(8.24009, 0.92638)
(8.25009, 0.922568)
(8.26009, 0.918664)
(8.27009, 0.914667)
(8.28009, 0.910579)
(8.29009, 0.906401)
(8.30009, 0.902131)
(8.31009, 0.897771)
(8.3201, 0.893322)
(8.3301, 0.888783)
(8.3401, 0.884155)
(8.3501, 0.879439)
(8.3601, 0.874635)
(8.3701, 0.869743)
(8.3801, 0.864765)
(8.3901, 0.8597)
(8.4001, 0.854549)
(8.4101, 0.849312)
(8.4201, 0.843991)
(8.4301, 0.838585)
(8.4401, 0.833095)
(8.4501, 0.827522)
(8.4601, 0.821867)
(8.4701, 0.816129)
(8.4801, 0.810309)
(8.4901, 0.804408)
(8.5001, 0.798427)
(8.5101, 0.792367)
(8.5201, 0.786226)
(8.5301, 0.780008)
(8.5401, 0.773711)
(8.5501, 0.767337)
(8.5601, 0.760886)
(8.5701, 0.754359)
(8.5801, 0.747757)
(8.5901, 0.74108)
(8.6001, 0.734328)
(8.6101, 0.727504)
(8.6201, 0.720606)
(8.6301, 0.713637)
(8.6401, 0.706596)
(8.6501, 0.699484)
(8.6601, 0.692303)
(8.6701, 0.685052)
(8.6801, 0.677733)
(8.6901, 0.670346)
(8.7001, 0.662892)
(8.7101, 0.655371)
(8.7201, 0.647785)
(8.7301, 0.640135)
(8.7401, 0.63242)
(8.7501, 0.624642)
(8.76011, 0.616802)
(8.77011, 0.6089)
(8.78011, 0.600937)
(8.79011, 0.592914)
(8.80011, 0.584831)
(8.81011, 0.57669)
(8.82011, 0.568492)
(8.83011, 0.560236)
(8.84011, 0.551925)
(8.85011, 0.543558)
(8.86011, 0.535138)
(8.87011, 0.526663)
(8.88011, 0.518136)
(8.89011, 0.509557)
(8.90011, 0.500927)
(8.91011, 0.492247)
(8.92011, 0.483518)
(8.93011, 0.47474)
(8.94011, 0.465915)
(8.95011, 0.457044)
(8.96011, 0.448126)
(8.97011, 0.439164)
(8.98011, 0.430158)
(8.99011, 0.421109)
(9.00011, 0.412018)
(9.01011, 0.402885)
(9.02011, 0.393713)
(9.03011, 0.3845)
(9.04011, 0.37525)
(9.05011, 0.365962)
(9.06011, 0.356637)
(9.07011, 0.347277)
(9.08011, 0.337882)
(9.09011, 0.328453)
(9.10011, 0.318991)
(9.11011, 0.309498)
(9.12011, 0.299973)
(9.13011, 0.290419)
(9.14011, 0.280835)
(9.15011, 0.271223)
(9.16011, 0.261585)
(9.17011, 0.25192)
(9.18011, 0.24223)
(9.19011, 0.232515)
(9.20012, 0.222778)
(9.21012, 0.213018)
(9.22012, 0.203237)
(9.23012, 0.193435)
(9.24012, 0.183614)
(9.25012, 0.173775)
(9.26012, 0.163918)
(9.27012, 0.154045)
(9.28012, 0.144157)
(9.29012, 0.134254)
(9.30012, 0.124338)
(9.31012, 0.114409)
(9.32012, 0.104469)
(9.33012, 0.0945185)
(9.34012, 0.0845585)
(9.35012, 0.07459)
(9.36012, 0.0646141)
(9.37012, 0.0546317)
(9.38012, 0.0446438)
(9.39012, 0.0346515)
(9.40012, 0.0246557)
(9.41012, 0.0146574)
(9.42012, 0.0046577)
(9.43012, -0.00534248)
(9.44012, -0.0153421)
(9.45012, -0.0253403)
(9.46012, -0.0353358)
(9.47012, -0.0453279)
(9.48012, -0.0553154)
(9.49012, -0.0652974)
(9.50012, -0.0752728)
(9.51012, -0.0852408)
(9.52012, -0.0952002)
(9.53012, -0.10515)
(9.54012, -0.115089)
(9.55012, -0.125017)
(9.56012, -0.134933)
(9.57012, -0.144835)
(9.58012, -0.154722)
(9.59012, -0.164594)
(9.60012, -0.174449)
(9.61012, -0.184287)
(9.62012, -0.194107)
(9.63013, -0.203907)
(9.64013, -0.213687)
(9.65013, -0.223445)
(9.66013, -0.233181)
(9.67013, -0.242894)
(9.68013, -0.252582)
(9.69013, -0.262246)
(9.70013, -0.271883)
(9.71013, -0.281492)
(9.72013, -0.291074)
(9.73013, -0.300626)
(9.74013, -0.310149)
(9.75013, -0.31964)
(9.76013, -0.3291)
(9.77013, -0.338526)
(9.78013, -0.347919)
(9.79013, -0.357277)
(9.80013, -0.366599)
(9.81013, -0.375885)
(9.82013, -0.385133)
(9.83013, -0.394342)
(9.84013, -0.403512)
(9.85013, -0.412642)
(9.86013, -0.42173)
(9.87013, -0.430776)
(9.88013, -0.439779)
(9.89013, -0.448738)
(9.90013, -0.457653)
(9.91013, -0.466521)
(9.92013, -0.475343)
(9.93013, -0.484117)
(9.94013, -0.492843)
(9.95013, -0.50152)
(9.96013, -0.510146)
(9.97013, -0.518722)
(9.98013, -0.527245)
(9.99013, -0.535716)
